,features,ids
166,"[-0.05145931 -0.06536237  0.21470222  0.01250513 -0.03047783  0.1173669
 -0.10130194 -0.07225565  0.09008651 -0.04212064 -0.0815914  -0.02836799
  0.05133352 -0.1150272  -0.10178132 -0.01092748 -0.0446176  -0.08751813
  0.14283763 -0.10227977 -0.07593311 -0.07890388 -0.05274701  0.03122163
  0.03834413 -0.0089734  -0.01750759  0.0116288   0.05327829 -0.01849569
  0.15324667  0.00420771  0.06351607 -0.01565149 -0.05733055  0.057446
  0.2156136  -0.07564678  0.16494788 -0.09083484  0.06890874 -0.03210483
 -0.04374279  0.00392574 -0.06206612 -0.02046817 -0.06891599 -0.10245062
  0.06470632  0.09468819  0.08994488  0.20420541  0.01070926 -0.01160658
 -0.08513164  0.18791439 -0.03318107 -0.11039416 -0.03952214 -0.10999963
 -0.13890512  0.00996891 -0.08138233 -0.0659798  -0.09586428 -0.05121015
 -0.03677167 -0.05667223  0.00359631 -0.06593514 -0.04854674 -0.05697911
 -0.04613757 -0.01446728 -0.01294227  0.10178506 -0.03010397  0.00234805
 -0.01228917 -0.08282528  0.1467902   0.10482672 -0.11617812 -0.05212037
 -0.04739232 -0.0815952  -0.0996227   0.14818951 -0.12519445  0.14287405
 -0.13157462 -0.1256177   0.21653041 -0.10016658 -0.01345391  0.08493739
  0.05984341  0.01702573 -0.03951808 -0.1460061  -0.02408446 -0.10476724
 -0.09962431 -0.09193818  0.12055493 -0.0979019  -0.09933327 -0.00627965
 -0.02246875  0.06390027  0.05904095 -0.09154651  0.08913107  0.08624009
  0.14774078 -0.07718834 -0.08244867 -0.03265564 -0.1207065  -0.09267286
 -0.09114286 -0.03981519 -0.06123433  0.04351926  0.06087137  0.09700631
 -0.09891046 -0.09604183]",[0. 1. 0. 0. 0. 0. 0. 0.]
167,"[-0.05145931 -0.06536237  0.21470222  0.01250513 -0.03047783  0.1173669
 -0.10130194 -0.07225565  0.09008651 -0.04212064 -0.0815914  -0.02836799
  0.05133352 -0.1150272  -0.10178132 -0.01092748 -0.0446176  -0.08751813
  0.14283763 -0.10227977 -0.07593311 -0.07890388 -0.05274701  0.03122163
  0.03834413 -0.0089734  -0.01750759  0.0116288   0.05327829 -0.01849569
  0.15324667  0.00420771  0.06351607 -0.01565149 -0.05733055  0.057446
  0.2156136  -0.07564678  0.16494788 -0.09083484  0.06890874 -0.03210483
 -0.04374279  0.00392574 -0.06206612 -0.02046817 -0.06891599 -0.10245062
  0.06470632  0.09468819  0.08994488  0.20420541  0.01070926 -0.01160658
 -0.08513164  0.18791439 -0.03318107 -0.11039416 -0.03952214 -0.10999963
 -0.13890512  0.00996891 -0.08138233 -0.0659798  -0.09586428 -0.05121015
 -0.03677167 -0.05667223  0.00359631 -0.06593514 -0.04854674 -0.05697911
 -0.04613757 -0.01446728 -0.01294227  0.10178506 -0.03010397  0.00234805
 -0.01228917 -0.08282528  0.1467902   0.10482672 -0.11617812 -0.05212037
 -0.04739232 -0.0815952  -0.0996227   0.14818951 -0.12519445  0.14287405
 -0.13157462 -0.1256177   0.21653041 -0.10016658 -0.01345391  0.08493739
  0.05984341  0.01702573 -0.03951808 -0.1460061  -0.02408446 -0.10476724
 -0.09962431 -0.09193818  0.12055493 -0.0979019  -0.09933327 -0.00627965
 -0.02246875  0.06390027  0.05904095 -0.09154651  0.08913107  0.08624009
  0.14774078 -0.07718834 -0.08244867 -0.03265564 -0.1207065  -0.09267286
 -0.09114286 -0.03981519 -0.06123433  0.04351926  0.06087137  0.09700631
 -0.09891046 -0.09604183]",[0. 0. 1. 0. 0. 0. 0. 0.]
168,"[-0.0538956  -0.06450329  0.19613574 -0.00195396 -0.03990984  0.09749585
 -0.09833801 -0.07939143  0.09565522 -0.04478777 -0.07433834 -0.00737358
  0.01616469 -0.12153368 -0.10455731 -0.02834645 -0.02318564 -0.0913877
  0.13847084 -0.1135518  -0.07646725 -0.08392224 -0.04725464  0.04774118
  0.04023085 -0.00674393 -0.00680613  0.00792134  0.0939198  -0.00545895
  0.13128562 -0.01469016  0.04617523 -0.00129051 -0.073007    0.03668525
  0.22189425 -0.08336231  0.17582789 -0.0768975   0.08468366 -0.03743878
 -0.05102717 -0.03727243 -0.06400052 -0.03545994 -0.06459428 -0.10450057
  0.06091017  0.12034041  0.08110782  0.1955965  -0.0107939  -0.00362778
 -0.09579337  0.17890984 -0.03074967 -0.11572451 -0.03736392 -0.11329281
 -0.14026982  0.0207338  -0.07252332 -0.06588165 -0.08904725 -0.02211003
 -0.05330924 -0.04420163 -0.01181835 -0.07304695 -0.06478649 -0.06174144
 -0.03064026 -0.02234256 -0.02984447  0.09802367 -0.01927456 -0.01418594
 -0.00601923 -0.08927743  0.16856398  0.13436574 -0.11703407 -0.06228344
 -0.03861102 -0.0777237  -0.10278112  0.1445772  -0.1207993   0.13046263
 -0.13161106 -0.1270174   0.19274671 -0.10750735 -0.01050573  0.08118898
  0.05523422  0.02373418 -0.04266283 -0.12998627 -0.01190234 -0.09983591
 -0.10354255 -0.08222937  0.11684136 -0.09994645 -0.10281689  0.01973434
 -0.03715955  0.06447118  0.0610787  -0.09550147  0.09920434  0.07763048
  0.16205119 -0.06384329 -0.089572   -0.0225184  -0.12444598 -0.10374279
 -0.08275474 -0.03428429 -0.05753366  0.05264528  0.05034775  0.10220983
 -0.09551365 -0.09566721]",[0. 1. 0. 0. 0. 0. 0. 0.]
169,"[-0.0538956  -0.06450329  0.19613574 -0.00195396 -0.03990984  0.09749585
 -0.09833801 -0.07939143  0.09565522 -0.04478777 -0.07433834 -0.00737358
  0.01616469 -0.12153368 -0.10455731 -0.02834645 -0.02318564 -0.0913877
  0.13847084 -0.1135518  -0.07646725 -0.08392224 -0.04725464  0.04774118
  0.04023085 -0.00674393 -0.00680613  0.00792134  0.0939198  -0.00545895
  0.13128562 -0.01469016  0.04617523 -0.00129051 -0.073007    0.03668525
  0.22189425 -0.08336231  0.17582789 -0.0768975   0.08468366 -0.03743878
 -0.05102717 -0.03727243 -0.06400052 -0.03545994 -0.06459428 -0.10450057
  0.06091017  0.12034041  0.08110782  0.1955965  -0.0107939  -0.00362778
 -0.09579337  0.17890984 -0.03074967 -0.11572451 -0.03736392 -0.11329281
 -0.14026982  0.0207338  -0.07252332 -0.06588165 -0.08904725 -0.02211003
 -0.05330924 -0.04420163 -0.01181835 -0.07304695 -0.06478649 -0.06174144
 -0.03064026 -0.02234256 -0.02984447  0.09802367 -0.01927456 -0.01418594
 -0.00601923 -0.08927743  0.16856398  0.13436574 -0.11703407 -0.06228344
 -0.03861102 -0.0777237  -0.10278112  0.1445772  -0.1207993   0.13046263
 -0.13161106 -0.1270174   0.19274671 -0.10750735 -0.01050573  0.08118898
  0.05523422  0.02373418 -0.04266283 -0.12998627 -0.01190234 -0.09983591
 -0.10354255 -0.08222937  0.11684136 -0.09994645 -0.10281689  0.01973434
 -0.03715955  0.06447118  0.0610787  -0.09550147  0.09920434  0.07763048
  0.16205119 -0.06384329 -0.089572   -0.0225184  -0.12444598 -0.10374279
 -0.08275474 -0.03428429 -0.05753366  0.05264528  0.05034775  0.10220983
 -0.09551365 -0.09566721]",[0. 0. 1. 0. 0. 0. 0. 0.]
170,"[-0.05394398 -0.08929431  0.19776633 -0.01380169 -0.02567508  0.11532566
 -0.10298432 -0.0758976   0.11589678 -0.03689666 -0.07278086 -0.0298106
  0.03276143 -0.11740185 -0.08614419 -0.0222278  -0.00914868 -0.09025956
  0.14580408 -0.11583503 -0.09353729 -0.08028066 -0.03296794  0.03831536
  0.06099938 -0.02332816 -0.03054979  0.00477089  0.09622464 -0.01957376
  0.1555824  -0.00166517  0.07281137 -0.0346831  -0.05256758  0.05443172
  0.20945194 -0.08703198  0.16663086 -0.07442345  0.07028164 -0.03330433
 -0.0263504  -0.01513779 -0.05941436 -0.02375309 -0.05314943 -0.09895696
  0.0484085   0.13248594  0.08118284  0.19426014  0.0372673   0.00677288
 -0.10523663  0.13856986 -0.0231127  -0.10513826 -0.06731964 -0.11391985
 -0.14856319 -0.00640067 -0.07292876 -0.07459506 -0.09015394 -0.04323289
 -0.05628124 -0.05514705 -0.00104945 -0.07389291 -0.08398885 -0.00731854
 -0.03273329 -0.02332788 -0.03092308  0.10449762 -0.03150187  0.02397755
  0.02200682 -0.06734032  0.11031691  0.100141   -0.11452612 -0.06742281
 -0.04149196 -0.08236364 -0.09766196  0.13947321 -0.12578379  0.13985988
 -0.1234035  -0.12547281  0.21266623 -0.09792917 -0.0158662   0.11411076
  0.04317737  0.03505407 -0.05538215 -0.15672143 -0.01139829 -0.10359313
 -0.0993652  -0.07937468  0.14231123 -0.10559083 -0.09624406  0.03076711
 -0.03718612  0.09463625  0.06572455 -0.10269966  0.08867847  0.08613466
  0.11361222 -0.059942   -0.09057272 -0.04237373 -0.12265983 -0.09412777
 -0.08751033 -0.02608345 -0.06805371  0.0296007   0.04756647  0.10729331
 -0.10012872 -0.09357985]",[0. 1. 0. 0. 0. 0. 0. 0.]
171,"[-0.05394398 -0.08929431  0.19776633 -0.01380169 -0.02567508  0.11532566
 -0.10298432 -0.0758976   0.11589678 -0.03689666 -0.07278086 -0.0298106
  0.03276143 -0.11740185 -0.08614419 -0.0222278  -0.00914868 -0.09025956
  0.14580408 -0.11583503 -0.09353729 -0.08028066 -0.03296794  0.03831536
  0.06099938 -0.02332816 -0.03054979  0.00477089  0.09622464 -0.01957376
  0.1555824  -0.00166517  0.07281137 -0.0346831  -0.05256758  0.05443172
  0.20945194 -0.08703198  0.16663086 -0.07442345  0.07028164 -0.03330433
 -0.0263504  -0.01513779 -0.05941436 -0.02375309 -0.05314943 -0.09895696
  0.0484085   0.13248594  0.08118284  0.19426014  0.0372673   0.00677288
 -0.10523663  0.13856986 -0.0231127  -0.10513826 -0.06731964 -0.11391985
 -0.14856319 -0.00640067 -0.07292876 -0.07459506 -0.09015394 -0.04323289
 -0.05628124 -0.05514705 -0.00104945 -0.07389291 -0.08398885 -0.00731854
 -0.03273329 -0.02332788 -0.03092308  0.10449762 -0.03150187  0.02397755
  0.02200682 -0.06734032  0.11031691  0.100141   -0.11452612 -0.06742281
 -0.04149196 -0.08236364 -0.09766196  0.13947321 -0.12578379  0.13985988
 -0.1234035  -0.12547281  0.21266623 -0.09792917 -0.0158662   0.11411076
  0.04317737  0.03505407 -0.05538215 -0.15672143 -0.01139829 -0.10359313
 -0.0993652  -0.07937468  0.14231123 -0.10559083 -0.09624406  0.03076711
 -0.03718612  0.09463625  0.06572455 -0.10269966  0.08867847  0.08613466
  0.11361222 -0.059942   -0.09057272 -0.04237373 -0.12265983 -0.09412777
 -0.08751033 -0.02608345 -0.06805371  0.0296007   0.04756647  0.10729331
 -0.10012872 -0.09357985]",[0. 0. 1. 0. 0. 0. 0. 0.]
172,"[-0.06082765 -0.10178819  0.18240905 -0.03198261 -0.05470516  0.12236661
 -0.08593721 -0.06254043  0.10915005 -0.01877097 -0.07435728 -0.00314643
  0.0277414  -0.10955201 -0.10427821 -0.01141474 -0.04007313 -0.10259916
  0.10752647 -0.10978025 -0.08153559 -0.09424154 -0.0589988   0.03474361
  0.04191548 -0.00632582  0.01207607 -0.00946813  0.07498466 -0.02847119
  0.14428803 -0.00050641  0.05742754 -0.04526014 -0.06243119  0.07120927
  0.17750151 -0.09095176  0.17522506 -0.03500533  0.03436366 -0.06101524
 -0.0078551   0.01424817 -0.05296683 -0.01173454 -0.0339494  -0.10510464
  0.04569221  0.11193662  0.07197011  0.16786404 -0.00762434  0.01351031
 -0.09642594  0.16893683  0.04364381 -0.08327098 -0.09237686 -0.12030528
 -0.16048717  0.03028287 -0.0866053  -0.06517635 -0.07401998 -0.07672197
 -0.01730651 -0.05551782 -0.04938454 -0.07980037 -0.078956   -0.02814856
 -0.0511517  -0.01555497 -0.03391579  0.11602116 -0.05224049  0.02378878
  0.00523036 -0.05319353  0.1062555   0.08923056 -0.11923308 -0.0491729
 -0.03972944 -0.07371382 -0.09358595  0.16193767 -0.12189091  0.05340906
 -0.12460783 -0.12398294  0.2237198  -0.08974754 -0.03398822  0.11541719
  0.05889082  0.00751946 -0.04421474 -0.17207727 -0.01247688 -0.10501495
 -0.10391053 -0.08219285  0.14753449 -0.10211854 -0.10361242  0.01989734
 -0.06445869  0.07643336  0.06087032 -0.08626293  0.11046055  0.15320724
  0.14370276 -0.07797423 -0.07831369 -0.0692312  -0.12193505 -0.09031996
 -0.07661107 -0.03130646 -0.08780086  0.02444378  0.07042661  0.13860735
 -0.09152369 -0.08523821]",[0. 1. 0. 0. 0. 0. 0. 0.]
173,"[-0.06082765 -0.10178819  0.18240905 -0.03198261 -0.05470516  0.12236661
 -0.08593721 -0.06254043  0.10915005 -0.01877097 -0.07435728 -0.00314643
  0.0277414  -0.10955201 -0.10427821 -0.01141474 -0.04007313 -0.10259916
  0.10752647 -0.10978025 -0.08153559 -0.09424154 -0.0589988   0.03474361
  0.04191548 -0.00632582  0.01207607 -0.00946813  0.07498466 -0.02847119
  0.14428803 -0.00050641  0.05742754 -0.04526014 -0.06243119  0.07120927
  0.17750151 -0.09095176  0.17522506 -0.03500533  0.03436366 -0.06101524
 -0.0078551   0.01424817 -0.05296683 -0.01173454 -0.0339494  -0.10510464
  0.04569221  0.11193662  0.07197011  0.16786404 -0.00762434  0.01351031
 -0.09642594  0.16893683  0.04364381 -0.08327098 -0.09237686 -0.12030528
 -0.16048717  0.03028287 -0.0866053  -0.06517635 -0.07401998 -0.07672197
 -0.01730651 -0.05551782 -0.04938454 -0.07980037 -0.078956   -0.02814856
 -0.0511517  -0.01555497 -0.03391579  0.11602116 -0.05224049  0.02378878
  0.00523036 -0.05319353  0.1062555   0.08923056 -0.11923308 -0.0491729
 -0.03972944 -0.07371382 -0.09358595  0.16193767 -0.12189091  0.05340906
 -0.12460783 -0.12398294  0.2237198  -0.08974754 -0.03398822  0.11541719
  0.05889082  0.00751946 -0.04421474 -0.17207727 -0.01247688 -0.10501495
 -0.10391053 -0.08219285  0.14753449 -0.10211854 -0.10361242  0.01989734
 -0.06445869  0.07643336  0.06087032 -0.08626293  0.11046055  0.15320724
  0.14370276 -0.07797423 -0.07831369 -0.0692312  -0.12193505 -0.09031996
 -0.07661107 -0.03130646 -0.08780086  0.02444378  0.07042661  0.13860735
 -0.09152369 -0.08523821]",[0. 0. 1. 0. 0. 0. 0. 0.]
174,"[-0.06203672 -0.11244119  0.14109293 -0.04214704 -0.07664438  0.14468397
 -0.08173486 -0.07222661  0.1292036  -0.03793358 -0.06835564 -0.02151844
  0.04270599 -0.11132051 -0.10810389 -0.02553678 -0.03092033 -0.0894121
  0.09535922 -0.11382008 -0.0827871  -0.09890875 -0.0666662   0.03489595
  0.05082719 -0.00899252  0.02014132  0.0126991   0.05484555 -0.04365593
  0.14305963  0.00937416  0.06627053 -0.04311028 -0.04261327  0.06910847
  0.16169864 -0.09296016  0.21850075 -0.00502755  0.04819646 -0.04563419
 -0.01267848  0.01293024 -0.05453991  0.0145681  -0.03916384 -0.10218163
  0.02010884  0.0927085   0.08101441  0.15826897 -0.0033426   0.02214617
 -0.08413019  0.1923164   0.04467998 -0.08699201 -0.08809391 -0.11805968
 -0.15827549  0.05736811 -0.08191405 -0.0772132  -0.08598047 -0.07500769
 -0.00543374 -0.06717175 -0.04010297 -0.06760984 -0.07784934 -0.01564302
 -0.05994337 -0.03877607 -0.02306029  0.13117632 -0.03492765  0.03161357
 -0.00128239 -0.03054867  0.1036291   0.04616723 -0.11920239 -0.02281918
 -0.03487648 -0.08874134 -0.09373976  0.16996427 -0.12433382  0.04261878
 -0.11859891 -0.12686841  0.22001068 -0.09100004 -0.04461303  0.12506083
  0.07304272  0.01134536 -0.05108065 -0.16565481  0.00786429 -0.10432803
 -0.10458569 -0.08737323  0.16135049 -0.10387793 -0.09485584  0.01348794
 -0.07962345  0.07077976  0.07358442 -0.09074734  0.11221851  0.13235897
  0.09426312 -0.08584345 -0.08195543 -0.06293342 -0.12362096 -0.08324354
 -0.08234181 -0.04140295 -0.088016    0.03308827  0.0813157   0.11813213
 -0.07882557 -0.08360827]",[0. 1. 0. 0. 0. 0. 0. 0.]
175,"[-0.06203672 -0.11244119  0.14109293 -0.04214704 -0.07664438  0.14468397
 -0.08173486 -0.07222661  0.1292036  -0.03793358 -0.06835564 -0.02151844
  0.04270599 -0.11132051 -0.10810389 -0.02553678 -0.03092033 -0.0894121
  0.09535922 -0.11382008 -0.0827871  -0.09890875 -0.0666662   0.03489595
  0.05082719 -0.00899252  0.02014132  0.0126991   0.05484555 -0.04365593
  0.14305963  0.00937416  0.06627053 -0.04311028 -0.04261327  0.06910847
  0.16169864 -0.09296016  0.21850075 -0.00502755  0.04819646 -0.04563419
 -0.01267848  0.01293024 -0.05453991  0.0145681  -0.03916384 -0.10218163
  0.02010884  0.0927085   0.08101441  0.15826897 -0.0033426   0.02214617
 -0.08413019  0.1923164   0.04467998 -0.08699201 -0.08809391 -0.11805968
 -0.15827549  0.05736811 -0.08191405 -0.0772132  -0.08598047 -0.07500769
 -0.00543374 -0.06717175 -0.04010297 -0.06760984 -0.07784934 -0.01564302
 -0.05994337 -0.03877607 -0.02306029  0.13117632 -0.03492765  0.03161357
 -0.00128239 -0.03054867  0.1036291   0.04616723 -0.11920239 -0.02281918
 -0.03487648 -0.08874134 -0.09373976  0.16996427 -0.12433382  0.04261878
 -0.11859891 -0.12686841  0.22001068 -0.09100004 -0.04461303  0.12506083
  0.07304272  0.01134536 -0.05108065 -0.16565481  0.00786429 -0.10432803
 -0.10458569 -0.08737323  0.16135049 -0.10387793 -0.09485584  0.01348794
 -0.07962345  0.07077976  0.07358442 -0.09074734  0.11221851  0.13235897
  0.09426312 -0.08584345 -0.08195543 -0.06293342 -0.12362096 -0.08324354
 -0.08234181 -0.04140295 -0.088016    0.03308827  0.0813157   0.11813213
 -0.07882557 -0.08360827]",[0. 0. 1. 0. 0. 0. 0. 0.]
176,"[-6.68188483e-02 -9.56518054e-02  1.58588424e-01 -4.04016450e-02
 -4.62556034e-02  1.35076195e-01 -8.30397159e-02 -6.66638538e-02
  1.07642971e-01 -4.13504988e-02 -8.15948546e-02 -3.22735049e-02
  3.77318896e-02 -1.15223303e-01 -1.05498910e-01 -2.58408277e-03
 -5.09828068e-02 -9.70905349e-02  7.94828534e-02 -1.14917956e-01
 -8.37520808e-02 -1.01069763e-01 -7.45085478e-02  4.65380475e-02
  2.72597000e-02  1.43547263e-02  2.46793255e-02 -2.04102695e-02
  2.91319806e-02 -3.47500220e-02  1.64896801e-01  1.91344600e-02
  5.03162816e-02 -4.94853407e-02 -6.86599314e-02  8.19134638e-02
  1.47875473e-01 -8.68218541e-02  2.02247784e-01 -2.76925005e-02
  4.17879634e-02 -6.24075755e-02 -3.27967331e-02  7.64813181e-03
 -6.35311753e-02  2.09330842e-02 -5.79767972e-02 -1.04088247e-01
  2.69084666e-02  7.57792294e-02  7.79141709e-02  1.61628231e-01
 -2.01361869e-02 -6.39389109e-05 -1.08057342e-01  2.03231275e-01
  5.37990853e-02 -8.76789987e-02 -8.74476805e-02 -1.24333553e-01
 -1.53296262e-01  5.22901639e-02 -8.86870101e-02 -7.95656815e-02
 -8.99430588e-02 -8.63743722e-02  3.22603201e-03 -5.93087599e-02
 -1.43992137e-02 -7.39747956e-02 -7.84826130e-02 -2.95318030e-02
 -6.34921566e-02 -4.62053120e-02 -5.83273359e-02  1.02486357e-01
 -4.41314243e-02  3.38473134e-02 -7.05660973e-03 -2.36902572e-02
  9.66542736e-02  5.73025607e-02 -1.22142494e-01 -3.93668003e-02
 -4.17983718e-02 -8.94562826e-02 -9.59214643e-02  1.40406981e-01
 -1.29975080e-01  1.88505836e-02 -1.25620872e-01 -1.27347231e-01
  1.99666366e-01 -9.41198021e-02 -6.01050220e-02  9.42610353e-02
  5.91421314e-02 -3.14358063e-03 -5.32419644e-02 -1.73070863e-01
  3.14579345e-02 -1.01624556e-01 -1.06002860e-01 -8.33737999e-02
  1.48217171e-01 -1.14946283e-01 -1.12983346e-01  6.96677342e-03
 -8.67422745e-02  6.02038093e-02  5.55853583e-02 -9.06291083e-02
  1.08959489e-01  1.23295210e-01  1.08416386e-01 -8.04635808e-02
 -8.40448588e-02 -7.99161270e-02 -1.25723749e-01 -9.60339531e-02
 -8.10750052e-02 -6.53126240e-02 -8.99104327e-02  5.10015748e-02
  7.03101754e-02  1.30832598e-01 -8.81363377e-02 -9.32522863e-02]",[0. 1. 0. 0. 0. 0. 0. 0.]
177,"[-6.68188483e-02 -9.56518054e-02  1.58588424e-01 -4.04016450e-02
 -4.62556034e-02  1.35076195e-01 -8.30397159e-02 -6.66638538e-02
  1.07642971e-01 -4.13504988e-02 -8.15948546e-02 -3.22735049e-02
  3.77318896e-02 -1.15223303e-01 -1.05498910e-01 -2.58408277e-03
 -5.09828068e-02 -9.70905349e-02  7.94828534e-02 -1.14917956e-01
 -8.37520808e-02 -1.01069763e-01 -7.45085478e-02  4.65380475e-02
  2.72597000e-02  1.43547263e-02  2.46793255e-02 -2.04102695e-02
  2.91319806e-02 -3.47500220e-02  1.64896801e-01  1.91344600e-02
  5.03162816e-02 -4.94853407e-02 -6.86599314e-02  8.19134638e-02
  1.47875473e-01 -8.68218541e-02  2.02247784e-01 -2.76925005e-02
  4.17879634e-02 -6.24075755e-02 -3.27967331e-02  7.64813181e-03
 -6.35311753e-02  2.09330842e-02 -5.79767972e-02 -1.04088247e-01
  2.69084666e-02  7.57792294e-02  7.79141709e-02  1.61628231e-01
 -2.01361869e-02 -6.39389109e-05 -1.08057342e-01  2.03231275e-01
  5.37990853e-02 -8.76789987e-02 -8.74476805e-02 -1.24333553e-01
 -1.53296262e-01  5.22901639e-02 -8.86870101e-02 -7.95656815e-02
 -8.99430588e-02 -8.63743722e-02  3.22603201e-03 -5.93087599e-02
 -1.43992137e-02 -7.39747956e-02 -7.84826130e-02 -2.95318030e-02
 -6.34921566e-02 -4.62053120e-02 -5.83273359e-02  1.02486357e-01
 -4.41314243e-02  3.38473134e-02 -7.05660973e-03 -2.36902572e-02
  9.66542736e-02  5.73025607e-02 -1.22142494e-01 -3.93668003e-02
 -4.17983718e-02 -8.94562826e-02 -9.59214643e-02  1.40406981e-01
 -1.29975080e-01  1.88505836e-02 -1.25620872e-01 -1.27347231e-01
  1.99666366e-01 -9.41198021e-02 -6.01050220e-02  9.42610353e-02
  5.91421314e-02 -3.14358063e-03 -5.32419644e-02 -1.73070863e-01
  3.14579345e-02 -1.01624556e-01 -1.06002860e-01 -8.33737999e-02
  1.48217171e-01 -1.14946283e-01 -1.12983346e-01  6.96677342e-03
 -8.67422745e-02  6.02038093e-02  5.55853583e-02 -9.06291083e-02
  1.08959489e-01  1.23295210e-01  1.08416386e-01 -8.04635808e-02
 -8.40448588e-02 -7.99161270e-02 -1.25723749e-01 -9.60339531e-02
 -8.10750052e-02 -6.53126240e-02 -8.99104327e-02  5.10015748e-02
  7.03101754e-02  1.30832598e-01 -8.81363377e-02 -9.32522863e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
178,"[-0.07190539 -0.09420674  0.15123624 -0.04175015 -0.04379016  0.13670804
 -0.08623867 -0.07580712  0.10636336 -0.04948017 -0.08070387 -0.04866547
  0.04613755 -0.11797806 -0.11259153  0.00677974 -0.06023278 -0.09664869
  0.07820291 -0.11156858 -0.07832728 -0.10354717 -0.08171887  0.05420984
  0.0284562   0.02295639  0.02774619 -0.02355918  0.02516828 -0.04459939
  0.15236516  0.02257586  0.04629341 -0.03864552 -0.06567281  0.07560089
  0.13671072 -0.08868459  0.2153092  -0.03087784  0.05219361 -0.0648018
 -0.03214815  0.00990777 -0.06176335  0.01826074 -0.06795995 -0.10357884
  0.01546064  0.08089022  0.06384197  0.16587032 -0.02900775 -0.01580553
 -0.1035234   0.21223475  0.05609972 -0.08787433 -0.08531802 -0.12247349
 -0.15252183  0.05857519 -0.08942675 -0.08114311 -0.09593946 -0.085158
  0.0201277  -0.05694952 -0.00157703 -0.07253537 -0.07497713 -0.03727941
 -0.05281701 -0.05741374 -0.05281855  0.08989818 -0.0422319   0.02361536
 -0.01502684 -0.0233867   0.08249845  0.05013424 -0.12226618 -0.03673764
 -0.04488283 -0.10168999 -0.09854751  0.13842447 -0.13139391  0.02114825
 -0.1259913  -0.12625961  0.19264758 -0.09003009 -0.06314567  0.09300031
  0.05673453 -0.01365639 -0.04728771 -0.1670275   0.0413616  -0.10405535
 -0.10466471 -0.08661006  0.1442415  -0.11667085 -0.11665536 -0.00730499
 -0.09501912  0.05847413  0.05688136 -0.0857435   0.10929687  0.12007167
  0.11175197 -0.08001222 -0.08290888 -0.08251773 -0.12539718 -0.09699079
 -0.0817481  -0.06972132 -0.08430038  0.04898125  0.0642899   0.13028395
 -0.0829602  -0.09464213]",[0. 1. 0. 0. 0. 0. 0. 0.]
179,"[-0.07190539 -0.09420674  0.15123624 -0.04175015 -0.04379016  0.13670804
 -0.08623867 -0.07580712  0.10636336 -0.04948017 -0.08070387 -0.04866547
  0.04613755 -0.11797806 -0.11259153  0.00677974 -0.06023278 -0.09664869
  0.07820291 -0.11156858 -0.07832728 -0.10354717 -0.08171887  0.05420984
  0.0284562   0.02295639  0.02774619 -0.02355918  0.02516828 -0.04459939
  0.15236516  0.02257586  0.04629341 -0.03864552 -0.06567281  0.07560089
  0.13671072 -0.08868459  0.2153092  -0.03087784  0.05219361 -0.0648018
 -0.03214815  0.00990777 -0.06176335  0.01826074 -0.06795995 -0.10357884
  0.01546064  0.08089022  0.06384197  0.16587032 -0.02900775 -0.01580553
 -0.1035234   0.21223475  0.05609972 -0.08787433 -0.08531802 -0.12247349
 -0.15252183  0.05857519 -0.08942675 -0.08114311 -0.09593946 -0.085158
  0.0201277  -0.05694952 -0.00157703 -0.07253537 -0.07497713 -0.03727941
 -0.05281701 -0.05741374 -0.05281855  0.08989818 -0.0422319   0.02361536
 -0.01502684 -0.0233867   0.08249845  0.05013424 -0.12226618 -0.03673764
 -0.04488283 -0.10168999 -0.09854751  0.13842447 -0.13139391  0.02114825
 -0.1259913  -0.12625961  0.19264758 -0.09003009 -0.06314567  0.09300031
  0.05673453 -0.01365639 -0.04728771 -0.1670275   0.0413616  -0.10405535
 -0.10466471 -0.08661006  0.1442415  -0.11667085 -0.11665536 -0.00730499
 -0.09501912  0.05847413  0.05688136 -0.0857435   0.10929687  0.12007167
  0.11175197 -0.08001222 -0.08290888 -0.08251773 -0.12539718 -0.09699079
 -0.0817481  -0.06972132 -0.08430038  0.04898125  0.0642899   0.13028395
 -0.0829602  -0.09464213]",[0. 0. 1. 0. 0. 0. 0. 0.]
